	GSM1389613	GSM1389614	GSM1389615	GSM1389616	GSM1389617	GSM1389618	GSM1389619	GSM1389620
VPS53	6.38307168037525	6.25189186094017	6.26672482817584	6.15536576144146	6.18346210495533	5.96515422431982	5.75753631971239	5.9182245334383
FGGY	7.35262840102294	7.45409772003605	7.41392351864322	7.47797742502134	7.36309792460963	8.09054004078659	8.32582459497843	7.94390415758984
QRSL1	6.52367436250305	6.70145167922803	6.80336388782828	6.83399920309071	6.86201413027244	6.81420402542809	7.11331200339664	6.87766883610615
ZNF654	6.61297258955356	6.52948515912609	6.58794756991352	6.44774953170011	6.63441919275524	6.42198081560688	5.97883140369344	6.00588471119596
PPP2R5C	5.77121836538011	6.16639801504458	5.9939910831862	6.43794865067107	6.13008425052298	8.01613765869223	8.80840391150869	7.88687344606762
CWF19L1	6.68427684568679	6.80655614010663	6.82834418244159	6.9071088149954	6.90648241694946	7.01334903387517	7.2760320839002	7.02938465428179
TMEM140	6.69567830320937	7.07204002347656	7.07966706062108	7.31690353253185	7.15821757531475	8.18690043739185	8.87767492385883	8.16176613066719
LRRC36	6.66469243936182	6.623966168521	6.61236294915766	6.5792301139604	6.51421449818261	6.86473382645461	6.84384757614119	6.74562622661533
MCOLN3	6.41353543216688	6.42902501471473	6.4157632841285	6.4227369325047	6.34070576839536	6.79231264972748	6.85052319225594	6.69496062994969
UBE2W	5.46800708436503	5.60450980275571	5.68652266434636	5.70237928920482	5.67940332698944	5.8844768416334	6.09385847615936	5.88494983751518
RBM41	7.12239143045413	7.13716174235968	7.40208358875851	7.24251501266884	7.50525495877788	6.51872075240158	5.85167395080227	6.5129497370684
C4orf19	7.30754043361405	7.79106254388615	7.62098484126161	7.60506162965846	7.71843648822211	7.47798416393611	6.59310982776471	6.52105249194538
TMEM40	6.29956996999326	6.15938949968994	6.22840379954191	6.04723905266898	6.07486354792033	5.86220615417158	5.60572746386826	5.79155285951382
ATXN7L3B	7.65700918041688	7.77941614826739	7.70793926624644	7.8086442797473	7.59776102523706	8.89212491776266	9.20706859018816	8.63827082935744
RHOT1	8.54319914560406	8.68027975658559	8.6628346356764	8.62051929574655	8.52110709095136	9.06010514957125	8.99068786675382	8.80993895075496
PPP2R5D	7.32233451726267	7.3324933080472	7.27662107443923	7.30825165267835	7.20199492253924	7.85760915650414	7.97254516197346	7.68408637469619
BRF2	7.12259249374712	7.19740208616664	7.13625558135759	7.21887116298557	7.0642615892934	7.99872648062977	8.23149764454084	7.81623929723115
PPP6R3	7.60245036538193	7.73446841106894	7.66078179245925	7.78324718081739	7.63906756302702	8.57240335155524	8.89398747752465	8.4034180288651
UEVLD	6.15648431744989	6.23744631260046	6.29719171035322	6.31056631862095	6.3211776901448	6.33710064697378	6.47494846553688	6.35465017271884
FBXW7	7.76670043446233	7.57058395526988	7.66714206649689	7.26462440121432	7.33463902210859	7.73034765302299	7.22367023998994	7.61728811219311
KLHL26	6.69654074316298	6.66399880421471	6.61938308085772	6.6193283129013	6.514986924332	7.08000018787981	7.08914800972474	6.92851659817953
TBC1D19	6.71624002107859	6.8634868601293	6.71171748146895	6.9451666532953	6.70977786124316	8.07670783344829	8.45256023688811	7.89271347636091
CCDC91	7.69561272244435	7.36518217786126	7.09464772140728	7.46925337956461	7.11941019086248	9.30854933823668	9.49435107547452	8.69303103120468
RNF121	6.99779946188884	6.88328956629847	6.6780689849585	6.79219324062714	6.64775322127427	7.42171226950681	7.39683965181202	7.21503633589102
BRIX1	6.82316563189422	6.90097664467067	6.91737705801524	6.9630428018753	6.96334996096321	7.06185474151762	7.25732874117312	7.04623798144425
AVPR1A	6.35357424755477	6.25329718250507	6.34844639618858	6.18689119262829	6.29263352582006	5.66590572196803	5.47345383370474	5.7006892376521
OLAH	6.76303375396591	6.54968923356894	6.65879485644279	6.37978147734839	6.43055590950513	6.07848775752577	5.70945842689688	5.96460972355961
GIMAP4	8.38406328798229	8.03969268372746	8.0709785397444	7.82786201961861	8.34944284379442	8.87094508430163	9.29677630929442	8.6109939940484
DDX19A	6.01232097532281	6.13728339176785	6.07838694389266	6.23242855350478	6.15199089569431	6.66974205341886	6.93243996712328	6.64392473631662
PPP3CA	8.77695375895533	8.93953558682495	8.94705755030311	9.00476577695217	9.08336986864407	8.89440109628621	9.0773632461126	8.92047108994976
PEF1	8.08355476987205	8.27420245441659	8.0867972854053	8.32581124920687	8.08268307619092	9.60182250220293	10.0188620108686	9.34727406919898
ZNF444	6.94584579885974	6.954174916757	6.89687228201129	6.92426712324118	6.78331116282709	7.56403448130506	7.66161327635549	7.38360265465991
RFK	8.33800305270042	8.37888564951187	8.37902190811488	8.35289732594381	8.37402514508691	8.36417701420073	8.40570750818292	8.29434827998093
CPPED1	6.79351830292631	6.71729315818862	6.75361296764633	6.67770771003428	6.78844340835461	6.20433466019778	6.12076714073483	6.2401521461119
TMEM144	5.54401600674521	5.45875234843748	5.4598932086249	5.42832059481023	5.52810667254136	4.96085212428602	4.82652113568114	5.02927132653362
SLC29A3	6.61569815098785	6.75738989206577	6.70931711008355	6.88723223965756	6.88474501442095	7.01579142923205	7.34432189510212	7.06053704218728
RSAD1	7.62598528517128	7.77286115665495	7.73089392764266	7.82405097137585	7.7163446298407	8.43011082841359	8.73579835151904	8.2988158992434
AP5S1	7.0751309582531	6.97602852654288	6.86328355041952	6.88388640679083	6.77479307041088	7.36862750439729	7.32651707340148	7.17502241271139
TMA16	7.11974857774328	6.98226859800871	7.12013052515491	6.8616094257601	7.0110240465117	6.18966352135519	5.92509386701256	6.19054631490836
