ID	Symbol	SPOT_ID	ENTREZ_GENE_ID
81889_at	FAHD1	fumarylacetoacetate hydrolase domain containing 1	81889
8189_at	SYMPK	symplekin	8189
81890_at	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	81890
81892_at	SLIRP	SRA stem-loop interacting RNA binding protein	81892
81894_at	SLC25A28	solute carrier family 25 member 28	81894
819_at	CAMLG	calcium modulating ligand	819
8192_at	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	8192
81928_at	CABLES2	Cdk5 and Abl enzyme substrate 2	81928
81929_at	SEH1L	SEH1 like nucleoporin	81929
8193_at	DPF1	double PHD fingers 1	8193
81931_at	ZNF93	zinc finger protein 93	81931
81932_at	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	81932
8195_at	MKKS	McKusick-Kaufman syndrome	8195
8200_at	GDF5	growth differentiation factor 5	8200
8202_at	NCOA3	nuclear receptor coactivator 3	8202
8204_at	NRIP1	nuclear receptor interacting protein 1	8204
821_at	CANX	calnexin	821
8216_at	LZTR1	leucine zipper like transcription regulator 1	8216
8218_at	CLTCL1	clathrin heavy chain like 1	8218
822_at	CAPG	"capping actin protein, gelsolin like"	822
8220_at	DGCR14	DiGeorge syndrome critical region gene 14	8220
8225_at	GTPBP6	GTP binding protein 6 (putative)	8225
8226_at	PUDP	pseudouridine 5'-phosphatase	8226
8227_at	AKAP17A	A-kinase anchoring protein 17A	8227
8228_at	PNPLA4	patatin like phospholipase domain containing 4	8228
823_at	CAPN1	calpain 1	823
8233_at	ZRSR2	"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"	8233
8237_at	USP11	ubiquitin specific peptidase 11	8237
8239_at	USP9X	"ubiquitin specific peptidase 9, X-linked"	8239
824_at	CAPN2	calpain 2	824
8241_at	RBM10	RNA binding motif protein 10	8241
8242_at	KDM5C	lysine demethylase 5C	8242
8243_at	SMC1A	structural maintenance of chromosomes 1A	8243
825_at	CAPN3	calpain 3	825
826_at	CAPNS1	calpain small subunit 1	826
8260_at	NAA10	"N(alpha)-acetyltransferase 10, NatA catalytic subunit"	8260
8266_at	UBL4A	ubiquitin like 4A	8266
8269_at	TMEM187	transmembrane protein 187	8269
8270_at	LAGE3	L antigen family member 3	8270
8273_at	SLC10A3	solute carrier family 10 member 3	8273
828_at	CAPS	calcyphosine	828
8289_at	ARID1A	AT-rich interaction domain 1A	8289
8291_at	DYSF	dysferlin	8291
8295_at	TRRAP	transformation/transcription domain associated protein	8295
830_at	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2	830
8301_at	PICALM	phosphatidylinositol binding clathrin assembly protein	8301
8303_at	SNN	stannin	8303
8309_at	ACOX2	acyl-CoA oxidase 2	8309
831_at	CAST	calpastatin	831
8310_at	ACOX3	"acyl-CoA oxidase 3, pristanoyl"	8310
8312_at	AXIN1	axin 1	8312
8313_at	AXIN2	axin 2	8313
8314_at	BAP1	BRCA1 associated protein 1	8314
8315_at	BRAP	BRCA1 associated protein	8315
8317_at	CDC7	cell division cycle 7	8317
832_at	CAPZB	capping actin protein of muscle Z-line beta subunit	832
8321_at	FZD1	frizzled class receptor 1	8321
8322_at	FZD4	frizzled class receptor 4	8322
8323_at	FZD6	frizzled class receptor 6	8323
8324_at	FZD7	frizzled class receptor 7	8324
8325_at	FZD8	frizzled class receptor 8	8325
833_at	CARS	cysteinyl-tRNA synthetase	833
8330_at	HIST1H2AK	"histone cluster 1, H2ak"	8330
8335_at	HIST1H2AB	"histone cluster 1, H2ab"	8335
83394_at	PITPNM3	PITPNM family member 3	83394
834_at	CASP1	caspase 1	834
8343_at	HIST1H2BF	"histone cluster 1, H2bf"	8343
83439_at	TCF7L1	transcription factor 7 like 1	83439
8344_at	HIST1H2BE	"histone cluster 1, H2be"	8344
83440_at	ADPGK	ADP dependent glucokinase	83440
83442_at	SH3BGRL3	SH3 domain binding glutamate rich protein like 3	83442
83443_at	SF3B5	splicing factor 3b subunit 5	83443
83448_at	PUS7L	pseudouridylate synthase 7 like	83448
8345_at	HIST1H2BH	"histone cluster 1, H2bh"	8345
83450_at	DRC3	dynein regulatory complex subunit 3	83450
83451_at	ABHD11	abhydrolase domain containing 11	83451
83452_at	RAB33B	"RAB33B, member RAS oncogene family"	83452
8346_at	HIST1H2BI	"histone cluster 1, H2bi"	8346
83460_at	EMC6	ER membrane protein complex subunit 6	83460
83463_at	MXD3	MAX dimerization protein 3	83463
83464_at	APH1B	"aph-1 homolog B, gamma-secretase subunit"	83464
83468_at	GLT8D2	glycosyltransferase 8 domain containing 2	83468
83475_at	DOHH	deoxyhypusine hydroxylase/monooxygenase	83475
83478_at	ARHGAP24	Rho GTPase activating protein 24	83478
83479_at	DDX59	DEAD-box helicase 59	83479
83480_at	PUS3	pseudouridylate synthase 3	83480
83481_at	EPPK1	epiplakin 1	83481
83483_at	PLVAP	plasmalemma vesicle associated protein	83483
8349_at	HIST2H2BE	"histone cluster 2, H2be"	8349
835_at	CASP2	caspase 2	835
83538_at	TTC25	tetratricopeptide repeat domain 25	83538
83541_at	FAM110A	family with sequence similarity 110 member A	83541
83543_at	AIF1L	allograft inflammatory factor 1 like	83543
83544_at	DNAL1	dynein axonemal light chain 1	83544
83546_at	RTBDN	retbindin	83546
83547_at	RILP	Rab interacting lysosomal protein	83547
83548_at	COG3	component of oligomeric golgi complex 3	83548
83549_at	UCK1	uridine-cytidine kinase 1	83549
8355_at	HIST1H3G	"histone cluster 1, H3g"	8355
83590_at	TMUB1	transmembrane and ubiquitin like domain containing 1	83590
83593_at	RASSF5	Ras association domain family member 5	83593
83594_at	NUDT12	nudix hydrolase 12	83594
83595_at	SOX7	SRY-box 7	83595
836_at	CASP3	caspase 3	836
83604_at	TMEM47	transmembrane protein 47	83604
83605_at	CCM2	CCM2 scaffolding protein	83605
83606_at	GUCD1	guanylyl cyclase domain containing 1	83606
83607_at	AMMECR1L	AMMECR1 like	83607
83608_at	C18orf21	chromosome 18 open reading frame 21	83608
83636_at	C19orf12	chromosome 19 open reading frame 12	83636
83637_at	ZMIZ2	zinc finger MIZ-type containing 2	83637
83638_at	C11orf68	chromosome 11 open reading frame 68	83638
8364_at	HIST1H4C	"histone cluster 1, H4c"	8364
83641_at	FAM107B	family with sequence similarity 107 member B	83641
83642_at	SELO	selenoprotein O	83642
83643_at	CCDC3	coiled-coil domain containing 3	83643
8365_at	HIST1H4H	"histone cluster 1, H4h"	8365
83658_at	DYNLRB1	dynein light chain roadblock-type 1	83658
83659_at	TEKT1	tektin 1	83659
8366_at	HIST1H4B	"histone cluster 1, H4b"	8366
83660_at	TLN2	talin 2	83660
83666_at	PARP9	poly(ADP-ribose) polymerase family member 9	83666
83667_at	SESN2	sestrin 2	83667
8367_at	HIST1H4E	"histone cluster 1, H4e"	8367
83692_at	CD99L2	CD99 molecule like 2	83692
83693_at	HSDL1	hydroxysteroid dehydrogenase like 1	83693
83695_at	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	83695
83696_at	TRAPPC9	trafficking protein particle complex 9	83696
83699_at	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	83699
837_at	CASP4	caspase 4	837
83700_at	JAM3	junctional adhesion molecule 3	83700
83706_at	FERMT3	fermitin family member 3	83706
83707_at	TRPT1	tRNA phosphotransferase 1	83707
83714_at	NRIP2	nuclear receptor interacting protein 2	83714
83716_at	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	83716
83719_at	YPEL3	yippee like 3	83719
83723_at	FAM57B	family with sequence similarity 57 member B	83723
83732_at	RIOK1	RIO kinase 1	83732
83734_at	ATG10	autophagy related 10	83734
83737_at	ITCH	itchy E3 ubiquitin protein ligase	83737
83742_at	MARVELD1	MARVEL domain containing 1	83742
83743_at	GRWD1	glutamate rich WD repeat containing 1	83743
83744_at	ZNF484	zinc finger protein 484	83744
83746_at	L3MBTL2	L3MBTL2 polycomb repressive complex 1 subunit	83746
83752_at	LONP2	"lon peptidase 2, peroxisomal"	83752
83758_at	RBP5	retinol binding protein 5	83758
83759_at	RBM4B	RNA binding motif protein 4B	83759
83786_at	FRMD8	FERM domain containing 8	83786
83787_at	ARMC10	armadillo repeat containing 10	83787
8379_at	MAD1L1	MAD1 mitotic arrest deficient like 1	8379
83795_at	KCNK16	potassium two pore domain channel subfamily K member 16	83795
8382_at	NME5	NME/NM23 family member 5	8382
83852_at	SETDB2	SET domain bifurcated 2	83852
83854_at	ANGPTL6	angiopoietin like 6	83854
83855_at	KLF16	Kruppel like factor 16	83855
83857_at	TMTC1	transmembrane and tetratricopeptide repeat containing 1	83857
83858_at	ATAD3B	"ATPase family, AAA domain containing 3B"	83858
83860_at	TAF3	TATA-box binding protein associated factor 3	83860
83861_at	RSPH3	radial spoke 3 homolog	83861
83862_at	TMEM120A	transmembrane protein 120A	83862
83869_at	TTTY14	"testis-specific transcript, Y-linked 14 (non-protein coding)"	83869
83871_at	RAB34	"RAB34, member RAS oncogene family"	83871
83874_at	TBC1D10A	TBC1 domain family member 10A	83874
83877_at	TM2D2	TM2 domain containing 2	83877
83878_at	USHBP1	USH1 protein network component harmonin binding protein 1	83878
83882_at	TSPAN10	tetraspanin 10	83882
83891_at	SNX25	sorting nexin 25	83891
83892_at	KCTD10	potassium channel tetramerization domain containing 10	83892
83893_at	SPATA16	spermatogenesis associated 16	83893
83896_at	KRTAP3-1	keratin associated protein 3-1	83896
839_at	CASP6	caspase 6	839
83930_at	STARD3NL	STARD3 N-terminal like	83930
83931_at	STK40	serine/threonine kinase 40	83931
83932_at	SPRTN	SprT-like N-terminal domain	83932
83933_at	HDAC10	histone deacetylase 10	83933
83935_at	TMEM133	transmembrane protein 133	83935
83937_at	RASSF4	Ras association domain family member 4	83937
83938_at	C10orf11	chromosome 10 open reading frame 11	83938
83939_at	EIF2A	eukaryotic translation initiation factor 2A	83939
8394_at	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	8394
83941_at	TM2D1	TM2 domain containing 1	83941
8395_at	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	8395
83955_at	NACAP1	nascent polypeptide associated complex alpha subunit pseudogene 1	83955
83959_at	SLC4A11	solute carrier family 4 member 11	83959
8396_at	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	8396
8398_at	PLA2G6	phospholipase A2 group VI	8398
83982_at	IFI27L2	interferon alpha inducible protein 27 like 2	83982
83985_at	SPNS1	sphingolipid transporter 1 (putative)	83985
83986_at	FAM234A	family with sequence similarity 234 member A	83986
83987_at	CCDC8	coiled-coil domain containing 8	83987
83988_at	NCALD	neurocalcin delta	83988
83989_at	FAM172A	family with sequence similarity 172 member A	83989
83992_at	CTTNBP2	cortactin binding protein 2	83992
83999_at	KREMEN1	kringle containing transmembrane protein 1	83999
840_at	CASP7	caspase 7	840
84002_at	B3GNT5	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"	84002
8402_at	SLC25A11	solute carrier family 25 member 11	8402
84033_at	OBSCN	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	84033
84034_at	EMILIN2	elastin microfibril interfacer 2	84034
8404_at	SPARCL1	SPARC like 1	8404
8405_at	SPOP	speckle type BTB/POZ protein	8405
84056_at	KATNAL1	katanin catalytic subunit A1 like 1	84056
84058_at	WDR54	WD repeat domain 54	84058
8406_at	SRPX	"sushi repeat containing protein, X-linked"	8406
84060_at	RBM48	RNA binding motif protein 48	84060
84061_at	MAGT1	magnesium transporter 1	84061
84062_at	DTNBP1	dystrobrevin binding protein 1	84062
84063_at	KIRREL2	kin of IRRE like 2 (Drosophila)	84063
84064_at	HDHD2	haloacid dehalogenase like hydrolase domain containing 2	84064
84065_at	TMEM222	transmembrane protein 222	84065
84067_at	FAM160A2	family with sequence similarity 160 member A2	84067
84069_at	PLEKHN1	pleckstrin homology domain containing N1	84069
8407_at	TAGLN2	transgelin 2	8407
84078_at	KBTBD7	kelch repeat and BTB domain containing 7	84078
84079_at	ANKRD27	ankyrin repeat domain 27	84079
8408_at	ULK1	unc-51 like autophagy activating kinase 1	8408
84080_at	ENKD1	enkurin domain containing 1	84080
84081_at	NSRP1	nuclear speckle splicing regulatory protein 1	84081
84085_at	FBXO30	F-box protein 30	84085
8409_at	UXT	ubiquitously expressed prefoldin like chaperone	8409
841_at	CASP8	caspase 8	841
84100_at	ARL6	ADP ribosylation factor like GTPase 6	84100
84102_at	SLC41A2	solute carrier family 41 member 2	84102
8411_at	EEA1	early endosome antigen 1	8411
8412_at	BCAR3	breast cancer anti-estrogen resistance 3	8412
84124_at	ZNF394	zinc finger protein 394	84124
84126_at	ATRIP	ATR interacting protein	84126
84128_at	WDR75	WD repeat domain 75	84128
84131_at	CEP78	centrosomal protein 78	84131
84132_at	USP42	ubiquitin specific peptidase 42	84132
84133_at	ZNRF3	zinc and ring finger 3	84133
84134_at	TOMM40L	translocase of outer mitochondrial membrane 40 like	84134
84135_at	UTP15	"UTP15, small subunit processome component"	84135
84138_at	SLC7A6OS	solute carrier family 7 member 6 opposite strand	84138
84142_at	FAM175A	family with sequence similarity 175 member A	84142
84146_at	ZNF644	zinc finger protein 644	84146
84148_at	KAT8	lysine acetyltransferase 8	84148
84153_at	RNASEH2C	ribonuclease H2 subunit C	84153
84154_at	RPF2	ribosome production factor 2 homolog	84154
84159_at	ARID5B	AT-rich interaction domain 5B	84159
8416_at	ANXA9	annexin A9	8416
84162_at	KIAA1109	KIAA1109	84162
84164_at	ASCC2	activating signal cointegrator 1 complex subunit 2	84164
84166_at	NLRC5	NLR family CARD domain containing 5	84166
84168_at	ANTXR1	anthrax toxin receptor 1	84168
8417_at	STX7	syntaxin 7	8417
84171_at	LOXL4	lysyl oxidase like 4	84171
84172_at	POLR1B	polymerase (RNA) I subunit B	84172
84173_at	ELMOD3	ELMO domain containing 3	84173
84179_at	MFSD7	major facilitator superfamily domain containing 7	84179
8418_at	CMAHP	"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"	8418
84181_at	CHD6	chromodomain helicase DNA binding protein 6	84181
84186_at	ZCCHC7	zinc finger CCHC-type containing 7	84186
84188_at	FAR1	fatty acyl-CoA reductase 1	84188
84190_at	METTL25	methyltransferase like 25	84190
84191_at	FAM96A	family with sequence similarity 96 member A	84191
84193_at	SETD3	SET domain containing 3	84193
84196_at	USP48	ubiquitin specific peptidase 48	84196
842_at	CASP9	caspase 9	842
84215_at	ZNF541	zinc finger protein 541	84215
84216_at	TMEM117	transmembrane protein 117	84216
84219_at	WDR24	WD repeat domain 24	84219
84223_at	IQCG	IQ motif containing G	84223
84224_at	NBPF3	neuroblastoma breakpoint family member 3	84224
84226_at	C2orf16	chromosome 2 open reading frame 16	84226
84230_at	LRRC8C	leucine rich repeat containing 8 family member C	84230
84231_at	TRAF7	TNF receptor associated factor 7	84231
84232_at	MAF1	"MAF1 homolog, negative regulator of RNA polymerase III"	84232
84233_at	TMEM126A	transmembrane protein 126A	84233
84236_at	RHBDD1	rhomboid domain containing 1	84236
8424_at	BBOX1	gamma-butyrobetaine hydroxylase 1	8424
84240_at	ZCCHC9	zinc finger CCHC-type containing 9	84240
84243_at	ZDHHC18	zinc finger DHHC-type containing 18	84243
84245_at	MRI1	methylthioribose-1-phosphate isomerase 1	84245
84246_at	MED10	mediator complex subunit 10	84246
84247_at	LDOC1L	leucine zipper down-regulated in cancer 1 like	84247
84248_at	FYTTD1	forty-two-three domain containing 1	84248
8425_at	LTBP4	latent transforming growth factor beta binding protein 4	8425
84250_at	SLF1	SMC5-SMC6 complex localization factor 1	84250
84251_at	SGIP1	SH3 domain GRB2 like endophilin interacting protein 1	84251
84253_at	GARNL3	GTPase activating Rap/RanGAP domain like 3	84253
84254_at	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	84254
84255_at	SLC37A3	solute carrier family 37 member 3	84255
84256_at	FLYWCH1	FLYWCH-type zinc finger 1	84256
84259_at	DCUN1D5	defective in cullin neddylation 1 domain containing 5	84259
84260_at	TCHP	trichoplein keratin filament binding	84260
84261_at	FBXW9	F-box and WD repeat domain containing 9	84261
84262_at	PSMG3	proteasome assembly chaperone 3	84262
84263_at	HSDL2	hydroxysteroid dehydrogenase like 2	84263
84264_at	HAGHL	hydroxyacylglutathione hydrolase-like	84264
84265_at	POLR3GL	polymerase (RNA) III subunit G like	84265
84266_at	ALKBH7	alkB homolog 7	84266
84267_at	C9orf64	chromosome 9 open reading frame 64	84267
84268_at	RPAIN	RPA interacting protein	84268
84269_at	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	84269
8427_at	ZNF282	zinc finger protein 282	8427
84270_at	CARD19	caspase recruitment domain family member 19	84270
84271_at	POLDIP3	polymerase (DNA) delta interacting protein 3	84271
84272_at	YIPF4	Yip1 domain family member 4	84272
84273_at	NOA1	nitric oxide associated 1	84273
84274_at	COQ5	"coenzyme Q5, methyltransferase"	84274
84275_at	SLC25A33	solute carrier family 25 member 33	84275
84276_at	NICN1	nicolin 1	84276
84277_at	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	84277
84279_at	PRADC1	protease associated domain containing 1	84279
8428_at	STK24	serine/threonine kinase 24	8428
84280_at	BTBD10	BTB domain containing 10	84280
84281_at	C2orf88	chromosome 2 open reading frame 88	84281
84282_at	RNF135	ring finger protein 135	84282
84283_at	TMEM79	transmembrane protein 79	84283
84284_at	NTPCR	"nucleoside-triphosphatase, cancer-related"	84284
84285_at	EIF1AD	eukaryotic translation initiation factor 1A domain containing	84285
84286_at	TMEM175	transmembrane protein 175	84286
84287_at	ZDHHC16	zinc finger DHHC-type containing 16	84287
84288_at	EFCAB2	EF-hand calcium binding domain 2	84288
84289_at	ING5	inhibitor of growth family member 5	84289
84292_at	WDR83	WD repeat domain 83	84292
84293_at	FAM213A	family with sequence similarity 213 member A	84293
84294_at	UTP23	"UTP23, small subunit processome component"	84294
84295_at	PHF6	PHD finger protein 6	84295
84298_at	LLPH	"LLP homolog, long-term synaptic facilitation"	84298
84299_at	MIEN1	migration and invasion enhancer 1	84299
843_at	CASP10	caspase 10	843
84300_at	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	84300
84302_at	TMEM246	transmembrane protein 246	84302
84303_at	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	84303
84304_at	NUDT22	nudix hydrolase 22	84304
84305_at	PYM1	"PYM homolog 1, exon junction complex associated factor"	84305
84306_at	PDCD2L	programmed cell death 2 like	84306
84307_at	ZNF397	zinc finger protein 397	84307
84309_at	NUDT16L1	nudix hydrolase 16 like 1	84309
8431_at	NR0B2	nuclear receptor subfamily 0 group B member 2	8431
84310_at	C7orf50	chromosome 7 open reading frame 50	84310
84311_at	MRPL45	mitochondrial ribosomal protein L45	84311
84312_at	BRMS1L	breast cancer metastasis-suppressor 1-like	84312
84313_at	VPS25	vacuolar protein sorting 25 homolog	84313
84314_at	TMEM107	transmembrane protein 107	84314
84315_at	MON1A	"MON1 homolog A, secretory trafficking associated"	84315
84316_at	NAA38	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"	84316
84317_at	CCDC115	coiled-coil domain containing 115	84317
84319_at	CMSS1	cms1 ribosomal small subunit homolog (yeast)	84319
84320_at	ACBD6	acyl-CoA binding domain containing 6	84320
84324_at	SARNP	SAP domain containing ribonucleoprotein	84324
