ID	Symbol	SPOT_ID	ENTREZ_GENE_ID
79639_at	TMEM53	transmembrane protein 53	79639
79640_at	C22orf46	chromosome 22 open reading frame 46	79640
79641_at	ROGDI	rogdi homolog	79641
79642_at	ARSJ	arylsulfatase family member J	79642
79643_at	CHMP6	charged multivesicular body protein 6	79643
79644_at	SRD5A3	steroid 5 alpha-reductase 3	79644
79646_at	PANK3	pantothenate kinase 3	79646
79647_at	AKIRIN1	akirin 1	79647
79648_at	MCPH1	microcephalin 1	79648
79649_at	MAP7D3	MAP7 domain containing 3	79649
7965_at	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	7965
79650_at	USB1	U6 snRNA biogenesis phosphodiesterase 1	79650
79651_at	RHBDF2	rhomboid 5 homolog 2	79651
79652_at	TMEM204	transmembrane protein 204	79652
79654_at	HECTD3	HECT domain E3 ubiquitin protein ligase 3	79654
79656_at	BEND5	BEN domain containing 5	79656
79657_at	RPAP3	RNA polymerase II associated protein 3	79657
79658_at	ARHGAP10	Rho GTPase activating protein 10	79658
79659_at	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	79659
79660_at	PPP1R3B	protein phosphatase 1 regulatory subunit 3B	79660
79661_at	NEIL1	nei like DNA glycosylase 1	79661
79663_at	HSPBAP1	HSPB1 associated protein 1	79663
79664_at	ICE2	interactor of little elongation complex ELL subunit 2	79664
79665_at	DHX40	DEAH-box helicase 40	79665
79666_at	PLEKHF2	pleckstrin homology and FYVE domain containing 2	79666
79668_at	PARP8	poly(ADP-ribose) polymerase family member 8	79668
79670_at	ZCCHC6	zinc finger CCHC-type containing 6	79670
79671_at	NLRX1	NLR family member X1	79671
79672_at	FN3KRP	fructosamine 3 kinase related protein	79672
79673_at	ZNF329	zinc finger protein 329	79673
79675_at	FASTKD1	FAST kinase domains 1	79675
79676_at	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	79676
79677_at	SMC6	structural maintenance of chromosomes 6	79677
79680_at	C22orf29	chromosome 22 open reading frame 29	79680
79683_at	ZDHHC14	zinc finger DHHC-type containing 14	79683
79684_at	MSANTD2	Myb/SANT DNA binding domain containing 2	79684
79685_at	SAP30L	SAP30-like	79685
79686_at	LINC00341	long intergenic non-protein coding RNA 341	79686
79690_at	GAL3ST4	galactose-3-O-sulfotransferase 4	79690
79691_at	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	79691
79693_at	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	79693
79694_at	MANEA	mannosidase endo-alpha	79694
79696_at	ZC2HC1C	zinc finger C2HC-type containing 1C	79696
79697_at	C14orf169	chromosome 14 open reading frame 169	79697
79699_at	ZYG11B	"zyg-11 family member B, cell cycle regulator"	79699
79701_at	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3	79701
79703_at	C11orf80	chromosome 11 open reading frame 80	79703
79705_at	LRRK1	leucine rich repeat kinase 1	79705
79707_at	NOL9	nucleolar protein 9	79707
79709_at	COLGALT1	collagen beta(1-O)galactosyltransferase 1	79709
79710_at	MORC4	MORC family CW-type zinc finger 4	79710
79711_at	IPO4	importin 4	79711
79712_at	GTDC1	glycosyltransferase like domain containing 1	79712
79713_at	IGFLR1	IGF like family receptor 1	79713
79714_at	CCDC51	coiled-coil domain containing 51	79714
79717_at	PPCS	phosphopantothenoylcysteine synthetase	79717
79718_at	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	79718
79719_at	AAGAB	alpha- and gamma-adaptin binding protein	79719
79720_at	VPS37B	"VPS37B, ESCRT-I subunit"	79720
79724_at	ZNF768	zinc finger protein 768	79724
79726_at	WDR59	WD repeat domain 59	79726
79728_at	PALB2	partner and localizer of BRCA2	79728
79729_at	SH3D21	SH3 domain containing 21	79729
79731_at	NARS2	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"	79731
79734_at	KCTD17	potassium channel tetramerization domain containing 17	79734
79735_at	TBC1D17	TBC1 domain family member 17	79735
79736_at	TEFM	"transcription elongation factor, mitochondrial"	79736
79738_at	BBS10	Bardet-Biedl syndrome 10	79738
79744_at	ZNF419	zinc finger protein 419	79744
79745_at	CLIP4	CAP-Gly domain containing linker protein family member 4	79745
79746_at	ECHDC3	enoyl-CoA hydratase domain containing 3	79746
79748_at	LMAN1L	"lectin, mannose binding 1 like"	79748
7975_at	MAFK	MAF bZIP transcription factor K	7975
79751_at	SLC25A22	solute carrier family 25 member 22	79751
79752_at	ZFAND1	zinc finger AN1-type containing 1	79752
79753_at	SNIP1	Smad nuclear interacting protein 1	79753
79754_at	ASB13	ankyrin repeat and SOCS box containing 13	79754
79758_at	DHRS12	dehydrogenase/reductase 12	79758
79759_at	ZNF668	zinc finger protein 668	79759
7976_at	FZD3	frizzled class receptor 3	7976
79760_at	GEMIN7	gem nuclear organelle associated protein 7	79760
79762_at	C1orf115	chromosome 1 open reading frame 115	79762
79763_at	ISOC2	isochorismatase domain containing 2	79763
79768_at	KATNBL1	katanin regulatory subunit B1 like 1	79768
79770_at	TXNDC15	thioredoxin domain containing 15	79770
79777_at	ACBD4	acyl-CoA binding domain containing 4	79777
79778_at	MICALL2	MICAL like 2	79778
7978_at	MTERF1	mitochondrial transcription termination factor 1	7978
79780_at	CCDC82	coiled-coil domain containing 82	79780
79784_at	MYH14	"myosin, heavy chain 14, non-muscle"	79784
79786_at	KLHL36	kelch like family member 36	79786
79789_at	CLMN	"calmin (calponin-like, transmembrane)"	79789
7979_at	SHFM1	split hand/foot malformation (ectrodactyly) type 1	7979
79791_at	FBXO31	F-box protein 31	79791
79792_at	GSDMD	gasdermin D	79792
79794_at	C12orf49	chromosome 12 open reading frame 49	79794
79796_at	ALG9	"ALG9, alpha-1,2-mannosyltransferase"	79796
79797_at	ZNF408	zinc finger protein 408	79797
79798_at	ARMC5	armadillo repeat containing 5	79798
79799_at	UGT2A3	UDP glucuronosyltransferase family 2 member A3	79799
7980_at	TFPI2	tissue factor pathway inhibitor 2	7980
79800_at	CARF	calcium responsive transcription factor	79800
79803_at	HPS6	"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3"	79803
79810_at	PTCD2	pentatricopeptide repeat domain 2	79810
79811_at	SLTM	SAFB like transcription modulator	79811
79812_at	MMRN2	multimerin 2	79812
79813_at	EHMT1	euchromatic histone lysine methyltransferase 1	79813
79814_at	AGMAT	agmatinase	79814
79815_at	NIPAL2	NIPA like domain containing 2	79815
79817_at	MOB3B	MOB kinase activator 3B	79817
7982_at	ST7	suppression of tumorigenicity 7	7982
79822_at	ARHGAP28	Rho GTPase activating protein 28	79822
79823_at	CAMKMT	calmodulin-lysine N-methyltransferase	79823
79829_at	NAA40	"N(alpha)-acetyltransferase 40, NatD catalytic subunit"	79829
79830_at	ZMYM1	zinc finger MYM-type containing 1	79830
79831_at	KDM8	lysine demethylase 8	79831
79832_at	QSER1	glutamine and serine rich 1	79832
79833_at	GEMIN6	gem nuclear organelle associated protein 6	79833
79834_at	PEAK1	pseudopodium enriched atypical kinase 1	79834
79836_at	LONRF3	LON peptidase N-terminal domain and ring finger 3	79836
79837_at	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	79837
7984_at	ARHGEF5	Rho guanine nucleotide exchange factor 5	7984
79840_at	NHEJ1	non-homologous end joining factor 1	79840
79842_at	ZBTB3	zinc finger and BTB domain containing 3	79842
79844_at	ZDHHC11	zinc finger DHHC-type containing 11	79844
79845_at	RNF122	ring finger protein 122	79845
79846_at	CFAP69	cilia and flagella associated protein 69	79846
79848_at	CSPP1	centrosome and spindle pole associated protein 1	79848
79849_at	PDZD3	PDZ domain containing 3	79849
79850_at	FAM57A	family with sequence similarity 57 member A	79850
79856_at	SNX22	sorting nexin 22	79856
79858_at	NEK11	NIMA related kinase 11	79858
79862_at	ZNF669	zinc finger protein 669	79862
79863_at	RBFA	ribosome binding factor A (putative)	79863
79864_at	C11orf63	chromosome 11 open reading frame 63	79864
79865_at	TREML2	triggering receptor expressed on myeloid cells like 2	79865
79867_at	TCTN2	tectonic family member 2	79867
79868_at	ALG13	"ALG13, UDP-N-acetylglucosaminyltransferase subunit"	79868
79869_at	CPSF7	cleavage and polyadenylation specific factor 7	79869
79871_at	RPAP2	RNA polymerase II associated protein 2	79871
79872_at	CBLL1	Cbl proto-oncogene like 1	79872
79873_at	NUDT18	nudix hydrolase 18	79873
79874_at	RABEP2	"rabaptin, RAB GTPase binding effector protein 2"	79874
79875_at	THSD4	thrombospondin type 1 domain containing 4	79875
79876_at	UBA5	ubiquitin like modifier activating enzyme 5	79876
79877_at	DCAKD	dephospho-CoA kinase domain containing	79877
79879_at	CCDC134	coiled-coil domain containing 134	79879
7988_at	ZNF212	zinc finger protein 212	7988
79882_at	ZC3H14	zinc finger CCCH-type containing 14	79882
79884_at	MAP9	microtubule associated protein 9	79884
79885_at	HDAC11	histone deacetylase 11	79885
79886_at	CAAP1	caspase activity and apoptosis inhibitor 1	79886
79887_at	PLBD1	phospholipase B domain containing 1	79887
79888_at	LPCAT1	lysophosphatidylcholine acyltransferase 1	79888
79890_at	RIN3	Ras and Rab interactor 3	79890
79891_at	ZNF671	zinc finger protein 671	79891
79892_at	MCMBP	minichromosome maintenance complex binding protein	79892
79893_at	GGNBP2	gametogenetin binding protein 2	79893
79894_at	ZNF672	zinc finger protein 672	79894
79901_at	CYBRD1	cytochrome b reductase 1	79901
79902_at	NUP85	nucleoporin 85	79902
79903_at	NAA60	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	79903
79908_at	BTNL8	butyrophilin like 8	79908
7991_at	TUSC3	tumor suppressor candidate 3	7991
79912_at	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	79912
79913_at	ACTR5	ARP5 actin-related protein 5 homolog	79913
79915_at	ATAD5	"ATPase family, AAA domain containing 5"	79915
79918_at	SETD6	SET domain containing 6	79918
79921_at	TCEAL4	transcription elongation factor A like 4	79921
79922_at	MRM1	mitochondrial rRNA methyltransferase 1	79922
79924_at	ADM2	adrenomedullin 2	79924
79927_at	FAM110D	family with sequence similarity 110 member D	79927
79929_at	MAP6D1	MAP6 domain containing 1	79929
7993_at	UBXN8	UBX domain protein 8	7993
79932_at	KIAA0319L	KIAA0319 like	79932
79934_at	ADCK4	aarF domain containing kinase 4	79934
79935_at	CNTD2	cyclin N-terminal domain containing 2	79935
79939_at	SLC35E1	solute carrier family 35 member E1	79939
7994_at	KAT6A	lysine acetyltransferase 6A	7994
79940_at	LINC00472	long intergenic non-protein coding RNA 472	79940
79943_at	ZNF696	zinc finger protein 696	79943
79946_at	C10orf95	chromosome 10 open reading frame 95	79946
79947_at	DHDDS	dehydrodolichyl diphosphate synthase subunit	79947
79948_at	PLPPR3	phospholipid phosphatase related 3	79948
79954_at	NOL10	nucleolar protein 10	79954
79955_at	PDZD7	PDZ domain containing 7	79955
79956_at	ERMP1	endoplasmic reticulum metallopeptidase 1	79956
79957_at	PAQR6	progestin and adipoQ receptor family member 6	79957
79959_at	CEP76	centrosomal protein 76	79959
79960_at	JADE1	jade family PHD finger 1	79960
79961_at	DENND2D	DENN domain containing 2D	79961
79963_at	ABCA11P	"ATP binding cassette subfamily A member 11, pseudogene"	79963
79966_at	SCD5	stearoyl-CoA desaturase 5	79966
79970_at	ZNF767P	"zinc finger family member 767, pseudogene"	79970
79971_at	WLS	wntless Wnt ligand secretion mediator	79971
79974_at	CPED1	cadherin like and PC-esterase domain containing 1	79974
79979_at	TRMT2B	tRNA methyltransferase 2 homolog B	79979
79981_at	FRMD1	FERM domain containing 1	79981
79982_at	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	79982
79990_at	PLEKHH3	"pleckstrin homology, MyTH4 and FERM domain containing H3"	79990
79991_at	OBFC1	oligonucleotide/oligosaccharide binding fold containing 1	79991
79993_at	ELOVL7	ELOVL fatty acid elongase 7	79993
800_at	CALD1	caldesmon 1	800
80003_at	PCNX2	pecanex homolog 2 (Drosophila)	80003
80004_at	ESRP2	epithelial splicing regulatory protein 2	80004
80005_at	DOCK5	dedicator of cytokinesis 5	80005
80006_at	TRAPPC13	trafficking protein particle complex 13	80006
80007_at	C10orf88	chromosome 10 open reading frame 88	80007
80010_at	RMI1	RecQ mediated genome instability 1	80010
80011_at	FAM192A	family with sequence similarity 192 member A	80011
80012_at	PHC3	polyhomeotic homolog 3	80012
80013_at	FAM188A	family with sequence similarity 188 member A	80013
80014_at	WWC2	WW and C2 domain containing 2	80014
80017_at	C14orf159	chromosome 14 open reading frame 159	80017
80018_at	NAA25	"N(alpha)-acetyltransferase 25, NatB auxiliary subunit"	80018
80019_at	UBTD1	ubiquitin domain containing 1	80019
80020_at	FOXRED2	FAD dependent oxidoreductase domain containing 2	80020
80021_at	TMEM62	transmembrane protein 62	80021
80022_at	MYO15B	myosin XVB	80022
80023_at	NRSN2	neurensin 2	80023
80024_at	SLC8B1	solute carrier family 8 member B1	80024
80025_at	PANK2	pantothenate kinase 2	80025
80028_at	FBXL18	F-box and leucine rich repeat protein 18	80028
80031_at	SEMA6D	semaphorin 6D	80031
80036_at	TRPM3	transient receptor potential cation channel subfamily M member 3	80036
80054_at	CEBPA-AS1	CEBPA antisense RNA 1 (head to head)	80054
80055_at	PGAP1	post-GPI attachment to proteins 1	80055
80063_at	ATF7IP2	activating transcription factor 7 interacting protein 2	80063
80067_at	DCAF17	DDB1 and CUL4 associated factor 17	80067
80086_at	TUBA4B	tubulin alpha 4b	80086
80095_at	ZNF606	zinc finger protein 606	80095
80097_at	MZT2B	mitotic spindle organizing protein 2B	80097
801_at	CALM1	calmodulin 1	801
80108_at	ZFP2	ZFP2 zinc finger protein	80108
80110_at	ZNF614	zinc finger protein 614	80110
80114_at	BICC1	BicC family RNA binding protein 1	80114
80115_at	BAIAP2L2	BAI1 associated protein 2 like 2	80115
80124_at	VCPIP1	valosin containing protein interacting protein 1	80124
80127_at	BBOF1	basal body orientation factor 1	80127
80135_at	RPF1	ribosome production factor 1 homolog	80135
80142_at	PTGES2	prostaglandin E synthase 2	80142
80143_at	SIKE1	suppressor of IKBKE 1	80143
80144_at	FRAS1	Fraser extracellular matrix complex subunit 1	80144
80145_at	THOC7	THO complex 7	80145
80146_at	UXS1	UDP-glucuronate decarboxylase 1	80146
80148_at	PQLC1	PQ loop repeat containing 1	80148
80149_at	ZC3H12A	zinc finger CCCH-type containing 12A	80149
80150_at	ASRGL1	asparaginase like 1	80150
80152_at	CENPT	centromere protein T	80152
80153_at	EDC3	enhancer of mRNA decapping 3	80153
80155_at	NAA15	"N(alpha)-acetyltransferase 15, NatA auxiliary subunit"	80155
80161_at	ASMTL-AS1	ASMTL antisense RNA 1	80161
80162_at	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	80162
80164_at	PRR36	proline rich 36	80164
80167_at	ABHD18	abhydrolase domain containing 18	80167
80169_at	CTC1	CTS telomere maintenance complex component 1	80169
80173_at	IFT74	intraflagellar transport 74	80173
80176_at	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	80176
80177_at	MYCT1	myc target 1	80177
80178_at	C16orf59	chromosome 16 open reading frame 59	80178
80179_at	MYO19	myosin XIX	80179
80184_at	CEP290	centrosomal protein 290	80184
80185_at	TTI2	TELO2 interacting protein 2	80185
8019_at	BRD3	bromodomain containing 3	8019
80194_at	TMEM134	transmembrane protein 134	80194
80195_at	TMEM254	transmembrane protein 254	80195
80196_at	RNF34	ring finger protein 34	80196
80198_at	MUS81	MUS81 structure-specific endonuclease subunit	80198
80199_at	FUZ	fuzzy planar cell polarity protein	80199
80204_at	FBXO11	F-box protein 11	80204
80205_at	CHD9	chromodomain helicase DNA binding protein 9	80205
80206_at	FHOD3	formin homology 2 domain containing 3	80206
80207_at	OPA3	"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"	80207
80208_at	SPG11	spastic paraplegia 11 (autosomal recessive)	80208
80209_at	PROSER1	proline and serine rich 1	80209
8021_at	NUP214	nucleoporin 214	8021
80212_at	CCDC92	coiled-coil domain containing 92	80212
80213_at	TM2D3	TM2 domain containing 3	80213
80216_at	ALPK1	alpha kinase 1	80216
80218_at	NAA50	"N(alpha)-acetyltransferase 50, NatE catalytic subunit"	80218
80219_at	COQ10B	coenzyme Q10B	80219
80221_at	ACSF2	acyl-CoA synthetase family member 2	80221
80222_at	TARS2	"threonyl-tRNA synthetase 2, mitochondrial (putative)"	80222
80223_at	RAB11FIP1	RAB11 family interacting protein 1	80223
80224_at	NUBPL	nucleotide binding protein like	80224
80227_at	PAAF1	proteasomal ATPase associated factor 1	80227
80228_at	ORAI2	ORAI calcium release-activated calcium modulator 2	80228
80230_at	RUFY1	RUN and FYVE domain containing 1	80230
80232_at	WDR26	WD repeat domain 26	80232
80233_at	FAAP100	Fanconi anemia core complex associated protein 100	80233
80235_at	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	80235
80237_at	ELL3	elongation factor for RNA polymerase II 3	80237
80243_at	PREX2	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"	80243
80254_at	CEP63	centrosomal protein 63	80254
80255_at	SLC35F5	solute carrier family 35 member F5	80255
80256_at	FAM214B	family with sequence similarity 214 member B	80256
80262_at	C16orf70	chromosome 16 open reading frame 70	80262
80264_at	ZNF430	zinc finger protein 430	80264
80267_at	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	80267
8027_at	STAM	signal transducing adaptor molecule	8027
80270_at	HSD3B7	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"	80270
80271_at	ITPKC	inositol-trisphosphate 3-kinase C	80271
80273_at	GRPEL1	"GrpE like 1, mitochondrial"	80273
80279_at	CDK5RAP3	CDK5 regulatory subunit associated protein 3	80279
8028_at	MLLT10	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"	8028
8029_at	CUBN	cubilin	8029
80298_at	MTERF2	mitochondrial transcription termination factor 2	80298
8030_at	CCDC6	coiled-coil domain containing 6	8030
80301_at	PLEKHO2	pleckstrin homology domain containing O2	80301
80303_at	EFHD1	EF-hand domain family member D1	80303
80304_at	WDCP	WD repeat and coiled coil containing	80304
80305_at	TRABD	TraB domain containing	80305
80306_at	MED28	mediator complex subunit 28	80306
80308_at	FLAD1	flavin adenine dinucleotide synthetase 1	80308
8031_at	NCOA4	nuclear receptor coactivator 4	8031
80310_at	PDGFD	platelet derived growth factor D	80310
80311_at	KLHL15	kelch like family member 15	80311
80313_at	LRRC27	leucine rich repeat containing 27	80313
80314_at	EPC1	enhancer of polycomb homolog 1	80314
80315_at	CPEB4	cytoplasmic polyadenylation element binding protein 4	80315
80317_at	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	80317
80318_at	GKAP1	G kinase anchoring protein 1	80318
80321_at	CEP70	centrosomal protein 70	80321
80323_at	CCDC68	coiled-coil domain containing 68	80323
80324_at	PUS1	pseudouridylate synthase 1	80324
80325_at	ABTB1	ankyrin repeat and BTB domain containing 1	80325
80331_at	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5	80331
80332_at	ADAM33	ADAM metallopeptidase domain 33	80332
80335_at	WDR82	WD repeat domain 82	80335
80339_at	PNPLA3	patatin like phospholipase domain containing 3	80339
8034_at	SLC25A16	solute carrier family 25 member 16	8034
80344_at	DCAF11	DDB1 and CUL4 associated factor 11	80344
80345_at	ZSCAN16	zinc finger and SCAN domain containing 16	80345
80346_at	REEP4	receptor accessory protein 4	80346
80347_at	COASY	Coenzyme A synthase	80347
80349_at	WDR61	WD repeat domain 61	80349
80351_at	TNKS2	tankyrase 2	80351
8036_at	SHOC2	"SHOC2, leucine rich repeat scaffold protein"	8036
80381_at	CD276	CD276 molecule	80381
8045_at	RASSF7	Ras association domain family member 7	8045
805_at	CALM2	calmodulin 2	805
8050_at	PDHX	pyruvate dehydrogenase complex component X	8050
8065_at	CUL5	cullin 5	8065
80700_at	UBXN6	UBX domain protein 6	80700
80709_at	AKNA	AT-hook transcription factor	80709
80714_at	PBX4	PBX homeobox 4	80714
80723_at	SLC35G2	solute carrier family 35 member G2	80723
80724_at	ACAD10	acyl-CoA dehydrogenase family member 10	80724
80725_at	SRCIN1	SRC kinase signaling inhibitor 1	80725
80726_at	KIAA1683	KIAA1683	80726
80727_at	TTYH3	tweety family member 3	80727
8073_at	PTP4A2	"protein tyrosine phosphatase type IVA, member 2"	8073
80737_at	VWA7	von Willebrand factor A domain containing 7	80737
80742_at	PRR3	proline rich 3	80742
80745_at	THUMPD2	THUMP domain containing 2	80745
80746_at	TSEN2	tRNA splicing endonuclease subunit 2	80746
80760_at	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	80760
80762_at	NDFIP1	Nedd4 family interacting protein 1	80762
80764_at	THAP7	THAP domain containing 7	80764
80772_at	CPTP	ceramide-1-phosphate transfer protein	80772
80774_at	LIMD2	LIM domain containing 2	80774
80775_at	TMEM177	transmembrane protein 177	80775
80776_at	B9D2	B9 protein domain 2	80776
80777_at	CYB5B	cytochrome b5 type B	80777
80778_at	ZNF34	zinc finger protein 34	80778
8078_at	USP5	ubiquitin specific peptidase 5	8078
80781_at	COL18A1	collagen type XVIII alpha 1 chain	80781
80789_at	INTS5	integrator complex subunit 5	80789
8079_at	MLF2	myeloid leukemia factor 2	8079
80790_at	CMIP	c-Maf inducing protein	80790
808_at	CALM3	calmodulin 3	808
80817_at	CEP44	centrosomal protein 44	80817
80818_at	ZNF436	zinc finger protein 436	80818
8082_at	SSPN	sarcospan	8082
80820_at	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	80820
80821_at	DDHD1	DDHD domain containing 1	80821
80823_at	BHLHB9	"basic helix-loop-helix domain containing, class B, 9"	80823
80824_at	DUSP16	dual specificity phosphatase 16	80824
80829_at	ZFP91	ZFP91 zinc finger protein	80829
80830_at	APOL6	apolipoprotein L6	80830
80832_at	APOL4	apolipoprotein L4	80832
80833_at	APOL3	apolipoprotein L3	80833
8085_at	KMT2D	lysine methyltransferase 2D	8085
80851_at	SH3BP5L	SH3 binding domain protein 5 like	80851
80852_at	GRIP2	glutamate receptor interacting protein 2	80852
80853_at	KDM7A	lysine demethylase 7A	80853
80854_at	SETD7	SET domain containing lysine methyltransferase 7	80854
80856_at	KIAA1715	KIAA1715	80856
8086_at	AAAS	aladin WD repeat nucleoporin	8086
8087_at	FXR1	FMR1 autosomal homolog 1	8087
8089_at	YEATS4	YEATS domain containing 4	8089
80895_at	ILKAP	ILK associated serine/threonine phosphatase	80895
80896_at	NPL	N-acetylneuraminate pyruvate lyase	80896
8099_at	CDK2AP1	cyclin dependent kinase 2 associated protein 1	8099
81_at	ACTN4	actinin alpha 4	81
810_at	CALML3	calmodulin like 3	810
8100_at	IFT88	intraflagellar transport 88	8100
81029_at	WNT5B	Wnt family member 5B	81029
81031_at	SLC2A10	solute carrier family 2 member 10	81031
81034_at	SLC25A32	solute carrier family 25 member 32	81034
81037_at	CLPTM1L	CLPTM1 like	81037
811_at	CALR	calreticulin	811
8111_at	GPR68	G protein-coupled receptor 68	8111
8125_at	ANP32A	acidic nuclear phosphoprotein 32 family member A	8125
813_at	CALU	calumenin	813
8131_at	NPRL3	"NPR3 like, GATOR1 complex subunit"	8131
8148_at	TAF15	TATA-box binding protein associated factor 15	8148
81490_at	PTDSS2	phosphatidylserine synthase 2	81490
81493_at	SYNC	"syncoilin, intermediate filament protein"	81493
815_at	CAMK2A	calcium/calmodulin dependent protein kinase II alpha	815
81502_at	HM13	histocompatibility minor 13	81502
81532_at	MOB2	MOB kinase activator 2	81532
81533_at	ITFG1	integrin alpha FG-GAP repeat containing 1	81533
81537_at	SGPP1	sphingosine-1-phosphate phosphatase 1	81537
81539_at	SLC38A1	solute carrier family 38 member 1	81539
81542_at	TMX1	thioredoxin related transmembrane protein 1	81542
81544_at	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	81544
81545_at	FBXO38	F-box protein 38	81545
81550_at	TDRD3	tudor domain containing 3	81550
81554_at	RCC1L	RCC1 like	81554
81555_at	YIPF5	Yip1 domain family member 5	81555
81556_at	VWA9	von Willebrand factor A domain containing 9	81556
81558_at	FAM117A	family with sequence similarity 117 member A	81558
81559_at	TRIM11	tripartite motif containing 11	81559
81562_at	LMAN2L	"lectin, mannose binding 2 like"	81562
81563_at	C1orf21	chromosome 1 open reading frame 21	81563
81565_at	NDEL1	nudE neurodevelopment protein 1 like 1	81565
81566_at	CSRNP2	cysteine and serine rich nuclear protein 2	81566
81569_at	ACTL8	actin like 8	81569
81570_at	CLPB	"ClpB homolog, mitochondrial AAA ATPase chaperonin"	81570
81572_at	PDRG1	p53 and DNA damage regulated 1	81572
81573_at	ANKRD13C	ankyrin repeat domain 13C	81573
81575_at	APOLD1	apolipoprotein L domain containing 1	81575
81576_at	CCDC130	coiled-coil domain containing 130	81576
81577_at	GFOD2	glucose-fructose oxidoreductase domain containing 2	81577
81579_at	PLA2G12A	phospholipase A2 group XIIA	81579
816_at	CAMK2B	calcium/calmodulin dependent protein kinase II beta	816
81602_at	CDADC1	cytidine and dCMP deaminase domain containing 1	81602
81603_at	TRIM8	tripartite motif containing 8	81603
81605_at	URM1	ubiquitin related modifier 1	81605
81606_at	LBH	limb bud and heart development	81606
81608_at	FIP1L1	factor interacting with PAPOLA and CPSF1	81608
81609_at	SNX27	sorting nexin family member 27	81609
8161_at	COIL	coilin	8161
81611_at	ANP32E	acidic nuclear phosphoprotein 32 family member E	81611
81614_at	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	81614
81617_at	CAB39L	calcium binding protein 39 like	81617
81618_at	ITM2C	integral membrane protein 2C	81618
81619_at	TSPAN14	tetraspanin 14	81619
81621_at	KAZALD1	Kazal type serine peptidase inhibitor domain 1	81621
81622_at	UNC93B1	unc-93 homolog B1 (C. elegans)	81622
81627_at	TRMT1L	tRNA methyltransferase 1 like	81627
81628_at	TSC22D4	TSC22 domain family member 4	81628
81629_at	TSSK3	testis specific serine kinase 3	81629
81631_at	MAP1LC3B	microtubule associated protein 1 light chain 3 beta	81631
8165_at	AKAP1	A-kinase anchoring protein 1	8165
81669_at	CCNL2	cyclin L2	81669
81671_at	VMP1	vacuole membrane protein 1	81671
81688_at	C6orf62	chromosome 6 open reading frame 62	81688
81689_at	ISCA1	iron-sulfur cluster assembly 1	81689
817_at	CAMK2D	calcium/calmodulin dependent protein kinase II delta	817
81704_at	DOCK8	dedicator of cytokinesis 8	81704
81706_at	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C	81706
8175_at	SF3A2	splicing factor 3a subunit 2	8175
81788_at	NUAK2	NUAK family kinase 2	81788
81790_at	RNF170	ring finger protein 170	81790
81794_at	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794
818_at	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	818
81831_at	NETO2	neuropilin and tolloid like 2	81831
81839_at	VANGL1	VANGL planar cell polarity protein 1	81839
81844_at	TRIM56	tripartite motif containing 56	81844
81846_at	SBF2	SET binding factor 2	81846
81847_at	RNF146	ring finger protein 146	81847
81848_at	SPRY4	sprouty RTK signaling antagonist 4	81848
81853_at	TMEM14B	transmembrane protein 14B	81853
81855_at	SFXN3	sideroflexin 3	81855
81856_at	ZNF611	zinc finger protein 611	81856
81857_at	MED25	mediator complex subunit 25	81857
81858_at	SHARPIN	SHANK associated RH domain interactor	81858
8187_at	ZNF239	zinc finger protein 239	8187
81873_at	ARPC5L	actin related protein 2/3 complex subunit 5 like	81873
81875_at	ISG20L2	interferon stimulated exonuclease gene 20 like 2	81875
81876_at	RAB1B	"RAB1B, member RAS oncogene family"	81876
81887_at	LAS1L	"LAS1 like, ribosome biogenesis factor"	81887
81888_at	HYI	hydroxypyruvate isomerase (putative)	81888
